postal_code,post_office,upazila,district,division
1360,Demra,Demra,Dhaka,Dhaka
1362,Matuail,Demra,Dhaka,Dhaka
1361,Sarulia,Demra,Dhaka,Dhaka
1206,Dhaka Cantonment TSO,Dhaka Cantt.,Dhaka,Dhaka
1350,Dhamrai,Dhamrai,Dhaka,Dhaka
1351,Kamalpur,Dhamrai,Dhaka,Dhaka
1209,Jigatala TSO,Dhanmondi,Dhaka,Dhaka
1213,Banani TSO,Gulshan,Dhaka,Dhaka
1212,Gulshan Model Town,Gulshan,Dhaka,Dhaka
1232,Dhania TSO,Jatrabari,Dhaka,Dhaka
1330,Joypara,Joypara,Dhaka,Dhaka
1332,Narisha,Joypara,Dhaka,Dhaka
1331,Palamganj,Joypara,Dhaka,Dhaka
1312,Ati,Keraniganj,Dhaka,Dhaka
1311,Dhaka Jute Mills,Keraniganj,Dhaka,Dhaka
1313,Kalatia,Keraniganj,Dhaka,Dhaka
1310,Keraniganj,Keraniganj,Dhaka,Dhaka
1219,Khilgaon TSO,Khilgaon,Dhaka,Dhaka
1229,Khilkhet TSO,Khilkhet,Dhaka,Dhaka
1211,Posta TSO,Lalbag,Dhaka,Dhaka
1216,Mirpur TSO,Mirpur,Dhaka,Dhaka
1207,Mohammadpur Housing,Mohammadpur,Dhaka,Dhaka
1225,Sangsad Bhaban TSO,Mohammadpur,Dhaka,Dhaka
1222,Bangabhaban TSO,Motijheel,Dhaka,Dhaka
1223,Dilkusha TSO,Motijheel,Dhaka,Dhaka
1323,Agla,Nawabganj,Dhaka,Dhaka
1325,Churain,Nawabganj,Dhaka,Dhaka
1322,Daudpur,Nawabganj,Dhaka,Dhaka
1321,Hasnabad,Nawabganj,Dhaka,Dhaka
1324,Khalpar,Nawabganj,Dhaka,Dhaka
1320,Nawabganj,Nawabganj,Dhaka,Dhaka
1205,New Market TSO,New market,Dhaka,Dhaka
1000,Dhaka GPO,Palton,Dhaka,Dhaka
1217,Shantinagr TSO,Ramna,Dhaka,Dhaka
1214,Basabo TSO,Sabujbag,Dhaka,Dhaka
1348,Amin Bazar,Savar,Dhaka,Dhaka
1341,Dairy Farm,Savar,Dhaka,Dhaka
1349,EPZ,Savar,Dhaka,Dhaka
1342,Jahangirnagar University,Savar,Dhaka,Dhaka
1346,Kashem Cotton Mills,Savar,Dhaka,Dhaka
1347,Rajphulbaria,Savar,Dhaka,Dhaka
1340,Savar,Savar,Dhaka,Dhaka
1344,Savar Canttonment,Savar,Dhaka,Dhaka
1343,Saver P.A.T.C,Savar,Dhaka,Dhaka
1345,Shimulia,Savar,Dhaka,Dhaka
1100,Dhaka Sadar HO,Sutrapur,Dhaka,Dhaka
1204,Gendaria TSO,Sutrapur,Dhaka,Dhaka
1203,Wari TSO,Sutrapur,Dhaka,Dhaka
1215,Tejgaon TSO,Tejgaon,Dhaka,Dhaka
1208,Dhaka Politechnic,Tejgaon Industrial Area,Dhaka,Dhaka
1230,Uttara Model Twon TSO,Uttara,Dhaka,Dhaka
7870,Alfadanga,Alfadanga,Faridpur,Dhaka
7830,Bhanga,Bhanga,Faridpur,Dhaka
7860,Boalmari,Boalmari,Faridpur,Dhaka
7861,Rupatpat,Boalmari,Faridpur,Dhaka
7810,Charbadrashan,Charbhadrasan,Faridpur,Dhaka
7802,Ambikapur,Faridpur Sadar,Faridpur,Dhaka
7803,Baitulaman Politecni,Faridpur Sadar,Faridpur,Dhaka
7800,Faridpursadar,Faridpur Sadar,Faridpur,Dhaka
7801,Kanaipur,Faridpur Sadar,Faridpur,Dhaka
7851,Kamarkali,Madukhali,Faridpur,Dhaka
7850,Madukhali,Madukhali,Faridpur,Dhaka
7840,Nagarkanda,Nagarkanda,Faridpur,Dhaka
7841,Talma,Nagarkanda,Faridpur,Dhaka
7822,Bishwa jaker Manjil,Sadarpur,Faridpur,Dhaka
7821,Hat Krishapur,Sadarpur,Faridpur,Dhaka
7820,Sadarpur,Sadarpur,Faridpur,Dhaka
7804,Shriangan,Shriangan,Faridpur,Dhaka
1703,B.O.F,Gazipur Sadar,Gazipur,Dhaka
1701,B.R.R,Gazipur Sadar,Gazipur,Dhaka
1702,Chandna,Gazipur Sadar,Gazipur,Dhaka
1700,Gazipur Sadar,Gazipur Sadar,Gazipur,Dhaka
1704,National University,Gazipur Sadar,Gazipur,Dhaka
1750,Kaliakaar,Kaliakaar,Gazipur,Dhaka
1751,Safipur,Kaliakaar,Gazipur,Dhaka
1720,Kaliganj,Kaliganj,Gazipur,Dhaka
1721,Pubail,Kaliganj,Gazipur,Dhaka
1722,Santanpara,Kaliganj,Gazipur,Dhaka
1723,Vaoal Jamalpur,Kaliganj,Gazipur,Dhaka
1730,kapashia,Kapashia,Gazipur,Dhaka
1712,Ershad Nagar,Monnunagar,Gazipur,Dhaka
1710,Monnunagar,Monnunagar,Gazipur,Dhaka
1711,Nishat Nagar,Monnunagar,Gazipur,Dhaka
1743,Barmi,Sreepur,Gazipur,Dhaka
1747,Bashamur,Sreepur,Gazipur,Dhaka
1748,Boubi,Sreepur,Gazipur,Dhaka
1745,Kawraid,Sreepur,Gazipur,Dhaka
1744,Satkhamair,Sreepur,Gazipur,Dhaka
1740,Sreepur,Sreepur,Gazipur,Dhaka
1741,Rajendrapur,Sreepur,Gazipur,Dhaka
1742,Rajendrapur Canttome,Sreepur,Gazipur,Dhaka
8102,Barfa,Gopalganj Sadar,Gopalganj,Dhaka
8013,Chandradighalia,Gopalganj Sadar,Gopalganj,Dhaka
8100,Gopalganj Sadar,Gopalganj Sadar,Gopalganj,Dhaka
8101,Ulpur,Gopalganj Sadar,Gopalganj,Dhaka
8133,Jonapur,Kashiani,Gopalganj,Dhaka
8130,Kashiani,Kashiani,Gopalganj,Dhaka
8131,Ramdia College,Kashiani,Gopalganj,Dhaka
8132,Ratoil,Kashiani,Gopalganj,Dhaka
8110,Kotalipara,Kotalipara,Gopalganj,Dhaka
8141,Batkiamari,Maksudpur,Gopalganj,Dhaka
8142,Khandarpara,Maksudpur,Gopalganj,Dhaka
8140,Maksudpur,Maksudpur,Gopalganj,Dhaka
8121,Patgati,Tungipara,Gopalganj,Dhaka
8120,Tungipara,Tungipara,Gopalganj,Dhaka
2336,Bajitpur,Bajitpur,Kishoreganj,Dhaka
2338,Laksmipur,Bajitpur,Kishoreganj,Dhaka
2337,Sararchar,Bajitpur,Kishoreganj,Dhaka
2350,Bhairab,Bhairob,Kishoreganj,Dhaka
2320,Hossenpur,Hossenpur,Kishoreganj,Dhaka
2390,Itna,Itna,Kishoreganj,Dhaka
2310,Karimganj,Karimganj,Kishoreganj,Dhaka
2331,Gochhihata,Katiadi,Kishoreganj,Dhaka
2330,Katiadi,Katiadi,Kishoreganj,Dhaka
2301,Kishoreganj S.Mills,Kishoreganj Sadar,Kishoreganj,Dhaka
2300,Kishoreganj Sadar,Kishoreganj Sadar,Kishoreganj,Dhaka
2302,Maizhati,Kishoreganj Sadar,Kishoreganj,Dhaka
2303,Nilganj,Kishoreganj Sadar,Kishoreganj,Dhaka
2341,Chhoysuti,Kuliarchar,Kishoreganj,Dhaka
2340,Kuliarchar,Kuliarchar,Kishoreganj,Dhaka
2371,Abdullahpur,Mithamoin,Kishoreganj,Dhaka
2370,MIthamoin,Mithamoin,Kishoreganj,Dhaka
2360,Nikli,Nikli,Kishoreganj,Dhaka
2380,Ostagram,Ostagram,Kishoreganj,Dhaka
2326,Pakundia,Pakundia,Kishoreganj,Dhaka
2316,Tarial,Tarial,Kishoreganj,Dhaka
7932,Bahadurpur,Barhamganj,Madaripur,Dhaka
7930,Barhamganj,Barhamganj,Madaripur,Dhaka
7931,Nilaksmibandar,Barhamganj,Madaripur,Dhaka
7933,Umedpur,Barhamganj,Madaripur,Dhaka
7920,Kalkini,kalkini,Madaripur,Dhaka
7921,Sahabrampur,kalkini,Madaripur,Dhaka
7901,Charmugria,Madaripur Sadar,Madaripur,Dhaka
7903,Habiganj,Madaripur Sadar,Madaripur,Dhaka
7902,Kulpaddi,Madaripur Sadar,Madaripur,Dhaka
7900,Madaripur Sadar,Madaripur Sadar,Madaripur,Dhaka
7904,Mustafapur,Madaripur Sadar,Madaripur,Dhaka
7911,Khalia,Rajoir,Madaripur,Dhaka
7910,Rajoir,Rajoir,Madaripur,Dhaka
1860,Doulatpur,Doulatpur,Manikganj,Dhaka
1840,Gheor,Gheor,Manikganj,Dhaka
1831,Jhitka,Lechhraganj,Manikganj,Dhaka
1830,Lechhraganj,Lechhraganj,Manikganj,Dhaka
1804,Barangail,Manikganj Sadar,Manikganj,Dhaka
1802,Gorpara,Manikganj Sadar,Manikganj,Dhaka
1803,Mahadebpur,Manikganj Sadar,Manikganj,Dhaka
1801,Manikganj Bazar,Manikganj Sadar,Manikganj,Dhaka
1800,Manikganj Sadar,Manikganj Sadar,Manikganj,Dhaka
1811,Baliati,Saturia,Manikganj,Dhaka
1810,Saturia,Saturia,Manikganj,Dhaka
1851,Aricha,Shibloya,Manikganj,Dhaka
1850,Shibaloy,Shibloya,Manikganj,Dhaka
1852,Tewta,Shibloya,Manikganj,Dhaka
1853,Uthli,Shibloya,Manikganj,Dhaka
1821,Baira,Singari,Manikganj,Dhaka
1822,joymantop,Singari,Manikganj,Dhaka
1820,Singair,Singari,Manikganj,Dhaka
1510,Gajaria,Gajaria,Munshiganj,Dhaka
1511,Hossendi,Gajaria,Munshiganj,Dhaka
1512,Rasulpur,Gajaria,Munshiganj,Dhaka
1334,Gouragonj,Lohajong,Munshiganj,Dhaka
1534,Gouragonj,Lohajong,Munshiganj,Dhaka
1532,Haldia SO,Lohajong,Munshiganj,Dhaka
1333,Haridia,Lohajong,Munshiganj,Dhaka
1533,Haridia DESO,Lohajong,Munshiganj,Dhaka
1531,Korhati,Lohajong,Munshiganj,Dhaka
1530,Lohajang,Lohajong,Munshiganj,Dhaka
1335,Madini Mandal,Lohajong,Munshiganj,Dhaka
1535,Medini Mandal EDSO,Lohajong,Munshiganj,Dhaka
1503,Kathakhali,Munshiganj Sadar,Munshiganj,Dhaka
1502,Mirkadim,Munshiganj Sadar,Munshiganj,Dhaka
1500,Munshiganj Sadar,Munshiganj Sadar,Munshiganj,Dhaka
1501,Rikabibazar,Munshiganj Sadar,Munshiganj,Dhaka
1542,Ichapur,Sirajdikhan,Munshiganj,Dhaka
1541,Kola,Sirajdikhan,Munshiganj,Dhaka
1543,Malkha Nagar,Sirajdikhan,Munshiganj,Dhaka
1544,Shekher Nagar,Sirajdikhan,Munshiganj,Dhaka
1540,Sirajdikhan,Sirajdikhan,Munshiganj,Dhaka
1557,Baghra,Srinagar,Munshiganj,Dhaka
1551,Barikhal,Srinagar,Munshiganj,Dhaka
1558,Bhaggyakul,Srinagar,Munshiganj,Dhaka
1553,Hashara,Srinagar,Munshiganj,Dhaka
1554,Kolapara,Srinagar,Munshiganj,Dhaka
1555,Kumarbhog,Srinagar,Munshiganj,Dhaka
1552,Mazpara,Srinagar,Munshiganj,Dhaka
1550,Srinagar,Srinagar,Munshiganj,Dhaka
1556,Vaggyakul SO,Srinagar,Munshiganj,Dhaka
1523,Bajrajugini,Tangibari,Munshiganj,Dhaka
1522,Baligao,Tangibari,Munshiganj,Dhaka
1521,Betkahat,Tangibari,Munshiganj,Dhaka
1525,Dighirpar,Tangibari,Munshiganj,Dhaka
1524,Hasail,Tangibari,Munshiganj,Dhaka
1527,Pura,Tangibari,Munshiganj,Dhaka
1526,Pura EDSO,Tangibari,Munshiganj,Dhaka
1520,Tangibari,Tangibari,Munshiganj,Dhaka
1450,Araihazar,Araihazar,Narayanganj,Dhaka
1451,Gopaldi,Araihazar,Narayanganj,Dhaka
1440,Baidder Bazar,Baidder Bazar,Narayanganj,Dhaka
1441,Bara Nagar,Baidder Bazar,Narayanganj,Dhaka
1442,Barodi,Baidder Bazar,Narayanganj,Dhaka
1410,Bandar,Bandar,Narayanganj,Dhaka
1413,BIDS,Bandar,Narayanganj,Dhaka
1411,D.C Mills,Bandar,Narayanganj,Dhaka
1414,Madanganj,Bandar,Narayanganj,Dhaka
1412,Nabiganj,Bandar,Narayanganj,Dhaka
1421,Fatulla Bazar,Fatullah,Narayanganj,Dhaka
1420,Fatullah,Fatullah,Narayanganj,Dhaka
1400,Narayanganj Sadar,Narayanganj Sadar,Narayanganj,Dhaka
1462,Bhulta,Rupganj,Narayanganj,Dhaka
1461,Kanchan,Rupganj,Narayanganj,Dhaka
1464,Murapara,Rupganj,Narayanganj,Dhaka
1463,Nagri,Rupganj,Narayanganj,Dhaka
1460,Rupganj,Rupganj,Narayanganj,Dhaka
1431,Adamjeenagar,Siddirganj,Narayanganj,Dhaka
1432,LN Mills,Siddirganj,Narayanganj,Dhaka
1430,Siddirganj,Siddirganj,Narayanganj,Dhaka
1640,Belabo,Belabo,Narsingdi,Dhaka
1651,Hatirdia,Monohordi,Narsingdi,Dhaka
1652,Katabaria,Monohordi,Narsingdi,Dhaka
1650,Monohordi,Monohordi,Narsingdi,Dhaka
1605,Karimpur,Narshingdi Sadar,Narsingdi,Dhaka
1604,Madhabdi,Narshingdi Sadar,Narsingdi,Dhaka
1602,Narshingdi College,Narshingdi Sadar,Narsingdi,Dhaka
1600,Narshingdi Sadar,Narshingdi Sadar,Narsingdi,Dhaka
1603,Panchdona,Narshingdi Sadar,Narsingdi,Dhaka
1601,UMC Jute Mills,Narshingdi Sadar,Narsingdi,Dhaka
1612,Char Sindhur,Palash,Narsingdi,Dhaka
1613,Ghorashal,Palash,Narsingdi,Dhaka
1611,Ghorashal Urea Facto,Palash,Narsingdi,Dhaka
1610,Palash,Palash,Narsingdi,Dhaka
1631,Bazar Hasnabad,Raypura,Narsingdi,Dhaka
1632,Radhaganj bazar,Raypura,Narsingdi,Dhaka
1630,Raypura,Raypura,Narsingdi,Dhaka
